Category,Message
spam,"You're a winner! Urgent: Unrecognized login detected from Moscow, Russia. Secure your account now. Text WIN to 78900 to enter now. Standard rates apply."
spam,URGENT: Your account has been temporarily locked due to suspicious login attempts. Verify your details immediately at http://security-bank-auth.com to restore access.
spam,Instant Cash Award: Your Apple ID has been locked for security reasons. Click here to verify your identity. Call toll-free 1-800-555-9122 now to claim before midnight.
spam,"URGENT ALERT: You have been pre-selected for a $25,000 unsecured personal loan at low interest rate. Hurry, offer expires in 6 hours! Act now."
ham,"Good afternoon Rachel, Please submit your travel expense reports by the end of the month for reimbursement. Have a great day, Lucas"
ham,"Hi Robert, Attached is the agenda for our upcoming quarterly business review. Have a great day, Mia"
spam,Final Notice: Your vehicle warranty has expired. Call 1-800-555-0199 immediately to renew coverage before your policy is cancelled.
ham,"Hi everyone, the office will be closed this coming Friday for the national holiday. Have a wonderful long weekend!"
ham,"Good morning David, Can you send me the latest version of the spreadsheet when you get a chance? Talk soon, Mia"
spam,"SECURITY NOTICE: Hot discount deals on electronics, smartphones and laptops. Order now while stock lasts. Download your prize confirmation certificate at http://rewards-winner.net"
ham,"Hey Mark, happy birthday! Hope you have a fantastic day celebrating with family and friends."
ham,"Dear Customer, Please submit your travel expense reports by the end of the month for reimbursement. Sincerely, Olivia"
ham,"Dear Customer, Please review the attached contract draft and let me know if you have any changes. Thanks, Mia"
spam,"URGENT ALERT: You have been pre-selected for a $25,000 unsecured personal loan at low interest rate. Hurry, offer expires in 6 hours! Act now."
ham,"Dear Dr. Miller, Let me know if 3:00 PM works for a quick 15-minute sync on the marketing campaign. Cheers, Liam"
ham,"Dear Customer, Here is the updated project roadmap following our team discussion yesterday. Cheers, Mia"
ham,"Hi Robert, Thanks for the coffee catchup earlier! Let's follow up next week regarding the design. Talk soon, Daniel"
spam,WINNER!! As a valued customer you have been chosen to win a £900 prize reward! To claim call 09061701461. Claim code KL341. Valid 12 hours only.
ham,"Hey buddy, Thanks for the coffee catchup earlier! Let's follow up next week regarding the design. Warmly, Olivia"
ham,"Dear patient, this is a friendly reminder of your upcoming dental appointment scheduled for Thursday at 10:00 AM."
ham,"Hey buddy, I reviewed your code changes and left a couple of minor comments on GitHub. Cheers, Sophia"
ham,Reminder: The weekly engineering team standup will start in 15 minutes in Conference Room B and on Zoom.
ham,"Good afternoon Rachel, Please submit your travel expense reports by the end of the month for reimbursement. Best regards, Ava"
ham,"Hello Team, Please review the attached contract draft and let me know if you have any changes. Talk soon, Liam"
ham,"Hi everyone, The conference room for tomorrow's client presentation has been reserved. Thanks, Mia"
ham,"Hi Michael, can you please send me the updated contact information for the vendor? We need to finalize the contract."
spam,"You're a winner! Your Apple ID has been locked for security reasons. Click here to verify your identity. Hurry, offer expires in 6 hours! Act now."
spam,"EXCLUSIVE PROMOTION: Refinance your mortgage today and save hundreds every month. No closing costs! Hurry, offer expires in 6 hours! Act now."
spam,Your Netflix subscription has expired. Update your billing credit card details to avoid service termination: http://netflix-account-renewal.com
spam,"ACTION REQUIRED: You have been pre-selected for a $25,000 unsecured personal loan at low interest rate. Call toll-free 1-800-555-9122 now to claim before midnight."
ham,"Good morning David, I reviewed your code changes and left a couple of minor comments on GitHub. Cheers, Mia"
ham,"Hello Team, Please review the attached contract draft and let me know if you have any changes. Sincerely, Olivia"
ham,"Dear Customer, Your library books are due back in 3 days. Renew online if you need more time. Sincerely, Olivia"
spam,"EXCLUSIVE PROMOTION: You have 1 pending Bitcoin payment of 0.35 BTC waiting in your crypto wallet. Reply with your full name, phone number, and mailing address to claim."
spam,ACTION REQUIRED: You have 1 pending Bitcoin payment of 0.35 BTC waiting in your crypto wallet. Text WIN to 78900 to enter now. Standard rates apply.
ham,"Hey Sarah, Let me know if 3:00 PM works for a quick 15-minute sync on the marketing campaign. Talk soon, Sophia"
ham,"Good afternoon Rachel, Your library books are due back in 3 days. Renew online if you need more time. Sincerely, Liam"
ham,"Hey Sarah, I reviewed your code changes and left a couple of minor comments on GitHub. Thanks, Lucas"
ham,"Hey Dave, do you have a few minutes this afternoon to help me debug the backend authentication issue?"
ham,"Hi everyone, Can you send me the latest version of the spreadsheet when you get a chance? Have a great day, Noah"
ham,"Dear Dr. Miller, I reviewed your code changes and left a couple of minor comments on GitHub. Warmly, Emma"
spam,Limited Time Offer: You won a brand new iPhone 15 Pro! Confirm your shipping address to receive delivery. Visit http://secure-portal-update.org to update your credentials immediately.
spam,Final Notice: Your vehicle warranty has expired. Call 1-800-555-0199 immediately to renew coverage before your policy is cancelled.
ham,"Hey Sarah, Can you send me the latest version of the spreadsheet when you get a chance? Talk soon, Olivia"
spam,"FINAL NOTICE: Hot discount deals on electronics, smartphones and laptops. Order now while stock lasts. Text WIN to 78900 to enter now. Standard rates apply."
ham,Reminder: The weekly engineering team standup will start in 15 minutes in Conference Room B and on Zoom.
ham,"Hi John, hope you are having a productive week. Just following up on the quarterly budget report we discussed on Monday."
ham,"Dear Dr. Miller, Your library books are due back in 3 days. Renew online if you need more time. Talk soon, Daniel"
ham,"Hi Robert, Thanks for the coffee catchup earlier! Let's follow up next week regarding the design. Have a great day, James"
ham,"Hi everyone, Your library books are due back in 3 days. Renew online if you need more time. Sincerely, Olivia"
ham,"Thank you for attending our product demo yesterday. As requested, here is the recording link and technical whitepaper."
ham,"Hi Alex, Thanks for the coffee catchup earlier! Let's follow up next week regarding the design. Warmly, Emma"
ham,"Good morning David, Thanks for the coffee catchup earlier! Let's follow up next week regarding the design. Sincerely, Ava"
ham,"Hi Robert, I will be out of the office next Tuesday for a doctor appointment. Best regards, Ava"
ham,"Good afternoon Rachel, The deployment to staging completed without any errors. Ready for QA testing. Warmly, Daniel"
ham,"Hi Alex, Can you send me the latest version of the spreadsheet when you get a chance? Have a great day, Liam"
ham,"Good afternoon Rachel, I reviewed your code changes and left a couple of minor comments on GitHub. Sincerely, Sophia"
ham,"Dear Customer, The deployment to staging completed without any errors. Ready for QA testing. Warmly, Liam"
ham,"Hi Alex, Thanks for the coffee catchup earlier! Let's follow up next week regarding the design. Thanks, Olivia"
spam,SECURITY NOTICE: Your online banking password expires in 24 hours. Log in now to keep your account active. Call toll-free 1-800-555-9122 now to claim before midnight.
ham,Please find attached your monthly bank statement for the period ending March 31st. Thank you for banking with us.
ham,"Hi Michael, can you please send me the updated contact information for the vendor? We need to finalize the contract."
ham,"Hey Sarah, The conference room for tomorrow's client presentation has been reserved. Talk soon, James"
ham,"Hey Sarah, Attached is the agenda for our upcoming quarterly business review. Talk soon, Liam"
ham,"Hey buddy, Can you send me the latest version of the spreadsheet when you get a chance? Best regards, Mia"
ham,"Hello Team, Attached is the agenda for our upcoming quarterly business review. Sincerely, Liam"
spam,"Flash Sale! 90% off Designer Watches, Rolex, Omega, Gucci! Limited time clearance stock. Shop now at http://luxury-outlet-deals.shop"
spam,Exclusive Invitation: Double your cryptocurrency investments in just 48 hours with our automated Bitcoin trading bot! Join VIP club now.
ham,"Hello Team, Attached is the agenda for our upcoming quarterly business review. Best regards, Mia"
ham,"Good afternoon Rachel, I reviewed your code changes and left a couple of minor comments on GitHub. Thanks, Lucas"
ham,"Hi Robert, Can you send me the latest version of the spreadsheet when you get a chance? Best regards, Mia"
spam,URGENT: Your account has been temporarily locked due to suspicious login attempts. Verify your details immediately at http://security-bank-auth.com to restore access.
